OBJECTID_1,Join_Count,TARGET_FID,OBJECTID,LINE_ID,TYPE,CALC_LENGT,DIAMETER,DRAINAGE_A,FLOW_RATE,LENGTH,WIDTH,HEIGHT,SLOPE,ROUGHNESS,VELOCITY,UPSTREAMNO,DOWNSTREAM,UPSTREAM_1,DOWNSTRE_1,FILENUM,INSTALL_DA,LIFE_CYCLE,OWNER,DATA_SOURC,CREATED_BY,LAST_EDITE,LAST_EDI_1,ENABLED,TYPE_USE,SHAPESTLen,ORIG_FID,POINT_X,POINT_Y,RASTERVALU,OBJECTID_12,NODE_ID,TYPE_1,DRAINAGE_A_1,FLOW_RATE_1,POINT_X_1,POINT_Y_1,CATCHMENT_,TOP_ELEV,INVELEV1,INVELEV2,INVELEV3,INVELEV4,NET_ROLE,HIST_STRU_,FILENUM_1,INSTALL_DA_1,LIFE_CYCLE_1,OWNER_1,DATA_SOURC_1,CREATED_BY_1,LAST_EDITE_1,LAST_EDI_12,DA_SRC_STR,ENABLED_1,ANCILLARYR,OUTFALL,SWID,TYPE_USE_1,RASTERVALU_1
924,1,1285,33186,20981,Reinforced Concrete Pipe,37.6512,18, , ,37.651712, , , , , , , , , ,Pre-SWQDC, ,"Constructed, existing ROW",City and County of Honolulu,Pre-SWQDC,Pre-SWQDC,jnolan, ,TRUE, ,37.6512,517,-157.7626134,21.29131489,744.8052979,56721,25929,Catch Basin, , ,-157.7626134,21.29131489, , , , , , , ,HMB 35-45-1,Pre-SWQDC, ,"Constructed, existing ROW",City and County of Honolulu,Pre-SWQDC,Pre-SWQDC,jnolan, , ,TRUE,None,HMB 35,HMB 35-25929, ,744.8052368
925,1,1286,33186,20981,Reinforced Concrete Pipe,37.6512,18, , ,37.651712, , , , , , , , , ,Pre-SWQDC, ,"Constructed, existing ROW",City and County of Honolulu,Pre-SWQDC,Pre-SWQDC,jnolan, ,TRUE, ,37.6512,517,-157.762724,21.29131505,752.7106323,27351,25928,Man Hole, , ,-157.762724,21.29131505, , , , , , , ,HMB 35-45,Pre-SWQDC, ,"Constructed, existing ROW",City and County of Honolulu,Pre-SWQDC,Pre-SWQDC,jnolan, , ,TRUE,None,HMB 35,HMB 35-25928, ,752.7106323
926,1,1287,33187,20985,Reinforced Concrete Pipe,25.29640039,18, , ,25, , , , , , , , , ,Pre-SWQDC, ,"Constructed, existing ROW",City and County of Honolulu,Pre-SWQDC,Pre-SWQDC,jnolan, ,TRUE, ,25.29640039,518,-157.7642406,21.29098465,851.671936,51228,25949,Catch Basin, , ,-157.7642406,21.29098465,5, , , , , , , ,Pre-SWQDC, ,"Constructed, existing ROW",City and County of Honolulu,Pre-SWQDC,Pre-SWQDC,jnolan, , ,TRUE,None,HMB 35,HMB 35-25949, ,851.671936
927,1,1288,33187,20985,Reinforced Concrete Pipe,25.29640039,18, , ,25, , , , , , , , , ,Pre-SWQDC, ,"Constructed, existing ROW",City and County of Honolulu,Pre-SWQDC,Pre-SWQDC,jnolan, ,TRUE, ,25.29640039,518,-157.7642499,21.29091556,849.6380615,39313,25950,Man Hole, , ,-157.7642499,21.29091556,8.6, , , , , , , ,Pre-SWQDC, ,"Constructed, existing ROW",City and County of Honolulu,Pre-SWQDC,Pre-SWQDC,jnolan, , ,TRUE,None,HMB 35,HMB 35-25950, ,849.6380615
928,1,1289,33191,21043,Reinforced Concrete Pipe,38.33456684,18, , ,38.334, , , , , , , , , ,Pre-SWQDC, ,"Constructed, existing ROW",City and County of Honolulu,Pre-SWQDC,Pre-SWQDC,jnolan, ,TRUE, ,38.33456684,519,-157.7607826,21.28170069,166.1474457,43769,22475,Catch Basin, , ,-157.7607826,21.28170069, , , , , , , ,HMB 35-19-2,Pre-SWQDC, ,"Constructed, existing ROW",City and County of Honolulu,Pre-SWQDC,Pre-SWQDC,jnolan, , ,TRUE,None,HMB 35,HMB 35-22475, ,166.1474457
929,1,1290,33191,21043,Reinforced Concrete Pipe,38.33456684,18, , ,38.334, , , , , , , , , ,Pre-SWQDC, ,"Constructed, existing ROW",City and County of Honolulu,Pre-SWQDC,Pre-SWQDC,jnolan, ,TRUE, ,38.33456684,519,-157.7606761,21.28173486,168.3449249,25372,22473,Catch Basin, , ,-157.7606761,21.28173486, , , , , , , ,HMB 35-19-1,Pre-SWQDC, ,"Constructed, existing ROW",City and County of Honolulu,Pre-SWQDC,Pre-SWQDC,jnolan, , ,TRUE,None,HMB 35,HMB 35-22473, ,168.3449249
930,1,1291,33267,21671,Reinforced Concrete Pipe,53.69797586,18, , ,53.698, , , , , , , , , ,Pre-SWQDC, ,"Constructed, existing ROW",City and County of Honolulu,Pre-SWQDC,Pre-SWQDC,jnolan, ,TRUE, ,53.69797586,520,-157.7526816,21.28077601,4.4605021,18901,22332,Catch Basin, , ,-157.7526816,21.28077601, , , , , , , ,HWES 41-1-1,Pre-SWQDC, ,"Constructed, existing ROW",City and County of Honolulu,Pre-SWQDC,Pre-SWQDC,jnolan, , ,TRUE,None,HWES 41,HWES 41-22332, ,4.460505
931,1,1292,33267,21671,Reinforced Concrete Pipe,53.69797586,18, , ,53.698, , , , , , , , , ,Pre-SWQDC, ,"Constructed, existing ROW",City and County of Honolulu,Pre-SWQDC,Pre-SWQDC,jnolan, ,TRUE, ,53.69797586,520,-157.7526128,21.28090899,4.1565056,45587,22329,Man Hole, , ,-157.7526128,21.28090899, , , , , , , , ,Pre-SWQDC, ,"Constructed, existing ROW",City and County of Honolulu,Pre-SWQDC,Pre-SWQDC,jnolan, , ,TRUE,None,HWES 41,HWES 41-22329, ,4.156508
932,1,1293,33268,21673,Reinforced Concrete Pipe,140.9870547,18, , ,140.987, , , , , , , , , ,Pre-SWQDC, ,"Constructed, existing ROW",City and County of Honolulu,Pre-SWQDC,Pre-SWQDC,jnolan, ,TRUE, ,140.9870547,521,-157.7539847,21.28096642,5.4449372,2277,22328,Man Hole, , ,-157.7539847,21.28096642, , , , , , , , ,Pre-SWQDC, ,"Constructed, existing ROW",City and County of Honolulu,Pre-SWQDC,Pre-SWQDC,jnolan, , ,TRUE,None,HWES 41,HWES 41-22328, ,5.4449363
933,1,1296,33268,21673,Reinforced Concrete Pipe,140.9870547,18, , ,140.987, , , , , , , , , ,Pre-SWQDC, ,"Constructed, existing ROW",City and County of Honolulu,Pre-SWQDC,Pre-SWQDC,jnolan, ,TRUE, ,140.9870547,521,-157.7538204,21.28061018,3.5564635,31856,22333,Man Hole, , ,-157.7538204,21.28061018, , , , , , , , ,Pre-SWQDC, ,"Constructed, existing ROW",City and County of Honolulu,Pre-SWQDC,Pre-SWQDC,jnolan, , ,TRUE,None,HWES 41,HWES 41-22333, ,3.5564649
934,1,1304,34460,16089,Reinforced Concrete Pipe,145.4766596,18, , ,145.478, , , , , , , , , ,Pre-SWQDC, ,"Constructed, existing ROW",City and County of Honolulu,Pre-SWQDC,Pre-SWQDC,jnolan, ,TRUE, ,145.4766596,523,-157.7647009,21.28733384,695.3748169,15191,20745,Man Hole, , ,-157.7647009,21.28733384, , , , , , , , ,Pre-SWQDC, ,"Constructed, existing ROW",City and County of Honolulu,Pre-SWQDC,Pre-SWQDC,jnolan, , ,TRUE,None,HMB 35,HMB 35-20745, ,695.3748169
935,1,1305,34460,16089,Reinforced Concrete Pipe,145.4766596,18, , ,145.478, , , , , , , , , ,Pre-SWQDC, ,"Constructed, existing ROW",City and County of Honolulu,Pre-SWQDC,Pre-SWQDC,jnolan, ,TRUE, ,145.4766596,523,-157.7644621,21.28766594,724.3690796,41075,20739,Man Hole, , ,-157.7644621,21.28766594, , , , , , , , ,Pre-SWQDC, ,"Constructed, existing ROW",City and County of Honolulu,Pre-SWQDC,Pre-SWQDC,jnolan, , ,TRUE,None,HMB 35,HMB 35-20739, ,724.3690796
936,1,1306,34471,18845,Reinforced Concrete Pipe,40.17601933,18, , ,40.176, , , , , , , , , ,Pre-SWQDC, ,"Constructed, existing ROW",City and County of Honolulu,Pre-SWQDC,Pre-SWQDC,jnolan, ,TRUE, ,40.17601933,524,-157.7645285,21.28934768,802.9242554,31902,20722,Catch Basin, , ,-157.7645285,21.28934768, , , , , , , ,HMB 35-38-13,Pre-SWQDC, ,"Constructed, existing ROW",City and County of Honolulu,Pre-SWQDC,Pre-SWQDC,jnolan, , ,TRUE,None,HMB 35,HMB 35-20722, ,802.9242554
937,1,1307,34471,18845,Reinforced Concrete Pipe,40.17601933,18, , ,40.176, , , , , , , , , ,Pre-SWQDC, ,"Constructed, existing ROW",City and County of Honolulu,Pre-SWQDC,Pre-SWQDC,jnolan, ,TRUE, ,40.17601933,524,-157.7644313,21.28928496,802.4630127,2645,20723,Man Hole, , ,-157.7644313,21.28928496, , , , , , , , ,Pre-SWQDC, ,"Constructed, existing ROW",City and County of Honolulu,Pre-SWQDC,Pre-SWQDC,jnolan, , ,TRUE,None,HMB 35,HMB 35-20723, ,802.4629517
938,1,1308,34492,14019,Reinforced Concrete Pipe,38.80717526,18, , ,38.808, , , , , , , , , ,Pre-SWQDC, ,"Constructed, existing ROW",City and County of Honolulu,Pre-SWQDC,Pre-SWQDC,jnolan, ,TRUE, ,38.80717526,525,-157.7575419,21.28793306,109.0429764,15182,20632,Catch Basin, , ,-157.7575419,21.28793306, , , , , , , ,HWES 24-4-1,Pre-SWQDC, ,"Constructed, existing ROW",City and County of Honolulu,Pre-SWQDC,Pre-SWQDC,jnolan, , ,TRUE,None,HWES 24,HWES 24-20632, ,109.0429459
939,1,1309,34492,14019,Reinforced Concrete Pipe,38.80717526,18, , ,38.808, , , , , , , , , ,Pre-SWQDC, ,"Constructed, existing ROW",City and County of Honolulu,Pre-SWQDC,Pre-SWQDC,jnolan, ,TRUE, ,38.80717526,525,-157.7574459,21.28799078,102.2870255,55758,20628,Man Hole, , ,-157.7574459,21.28799077,4.5, , , , , , , ,Pre-SWQDC, ,"Constructed, existing ROW",City and County of Honolulu,Pre-SWQDC,Pre-SWQDC,jnolan, , ,TRUE,None,HWES 24,HWES 24-20628, ,102.2869949
940,1,1310,34497,16232,Reinforced Concrete Pipe,141.1703658,24, , ,141.172, , , , , , , , , ,Pre-SWQDC, ,"Constructed, existing ROW",City and County of Honolulu,Pre-SWQDC,Pre-SWQDC,jnolan, ,TRUE, ,141.1703658,526,-157.7554061,21.28703511,44.2154236,40143,20655,Inlet/Outlet, , ,-157.7554061,21.28703511, , , , , , , ,HWES 29,Pre-SWQDC, ,"Constructed, existing ROW",City and County of Honolulu,Pre-SWQDC,Pre-SWQDC,jnolan,End of RCP; edited by FILENUM 18154, ,TRUE,None,HWES 29,HWES 29-20655, ,44.215416
941,1,1311,34497,16232,Reinforced Concrete Pipe,141.1703658,24, , ,141.172, , , , , , , , , ,Pre-SWQDC, ,"Constructed, existing ROW",City and County of Honolulu,Pre-SWQDC,Pre-SWQDC,jnolan, ,TRUE, ,141.1703658,526,-157.7557124,21.28677313,51.5896263,48404,20662,Catch Basin, , ,-157.7557124,21.28677313,7.1, , , , , , ,HWES 29-1,Pre-SWQDC, ,"Constructed, existing ROW",City and County of Honolulu,Pre-SWQDC,Pre-SWQDC,jnolan, , ,TRUE,None,HWES 29,HWES 29-20662, ,51.5896225
942,1,1312,34599,17004,Reinforced Concrete Pipe,153.4792286,30, , ,153.481, , , , , , , , , ,Pre-SWQDC, ,"Constructed, existing ROW",City and County of Honolulu,Pre-SWQDC,Pre-SWQDC,jnolan, ,TRUE, ,153.4792286,527,-157.754248,21.28687174,47.0878639,2634,20657,Man Hole, , ,-157.754248,21.28687174, , , , , , , , ,Pre-SWQDC, ,"Constructed, existing ROW",City and County of Honolulu,Pre-SWQDC,Pre-SWQDC,jnolan, , ,TRUE,None,HWES 31,HWES 31-20657, ,47.0878639
943,1,1313,34599,17004,Reinforced Concrete Pipe,153.4792286,30, , ,153.481, , , , , , , , , ,Pre-SWQDC, ,"Constructed, existing ROW",City and County of Honolulu,Pre-SWQDC,Pre-SWQDC,jnolan, ,TRUE, ,153.4792286,527,-157.7539288,21.28717011,54.0661659,53064,20652,Man Hole, , ,-157.7539288,21.28717011,7.3, , , , , , , ,Pre-SWQDC, ,"Constructed, existing ROW",City and County of Honolulu,Pre-SWQDC,Pre-SWQDC,jnolan, , ,TRUE,None,HWES 31,HWES 31-20652, ,54.0661774
944,1,1314,34648,25048,Reinforced Concrete Pipe,119.0353101,18, , ,120, , , , , , , , , ,Pre-SWQDC, , ,Private,Pre-SWQDC,Pre-SWQDC,jnolan,OWNERSHIP taken from Parcels,TRUE, ,119.0353101,528,-157.756603,21.29957305,270.9065857,3239,29000,Catch Basin, , ,-157.756603,21.29957305, , , , , , , ,HWES 4-6,Pre-SWQDC, ,"Constructed, existing ROW",Private,Pre-SWQDC,Pre-SWQDC,jnolan,OWNERSHIP taken from Parcels, ,TRUE,None,HWES 4,HWES 4-29000, ,270.9065247
945,1,1315,34648,25048,Reinforced Concrete Pipe,119.0353101,18, , ,120, , , , , , , , , ,Pre-SWQDC, , ,Private,Pre-SWQDC,Pre-SWQDC,jnolan,OWNERSHIP taken from Parcels,TRUE, ,119.0353101,528,-157.7566676,21.29925101,278.0231323,58565,28999,Catch Basin, , ,-157.7566676,21.29925101, , , , , , , , ,Pre-SWQDC, ,"Constructed, existing ROW",Private,Pre-SWQDC,Pre-SWQDC,jnolan,OWNERSHIP taken from Parcels, ,TRUE,None,HWES 4,HWES 4-28999, ,278.0230713
946,1,1316,34774,17822,Reinforced Concrete Pipe,332.1094494,36, , ,332.112, , , , , , , , , ,Pre-SWQDC, ,"Constructed, existing ROW",City and County of Honolulu,Pre-SWQDC,Pre-SWQDC,jnolan, ,TRUE, ,332.1094494,529,-157.7504966,21.28347601,21.9254971,46468,22248,Man Hole, , ,-157.7504966,21.28347601,4.1, , , , , , ,HWES 38-5-1,Pre-SWQDC, ,"Constructed, existing ROW",City and County of Honolulu,Pre-SWQDC,Pre-SWQDC,jnolan, , ,TRUE,None,HWES 38,HWES 38-22248, ,21.9254932
947,1,1320,34774,17822,Reinforced Concrete Pipe,332.1094494,36, , ,332.112, , , , , , , , , ,Pre-SWQDC, ,"Constructed, existing ROW",City and County of Honolulu,Pre-SWQDC,Pre-SWQDC,jnolan, ,TRUE, ,332.1094494,529,-157.7514453,21.28326381,15.7710552,21638,22251,Man Hole, , ,-157.7514453,21.28326381,4.2, , , , , , ,HWES 38-4-1,Pre-SWQDC, ,"Constructed, existing ROW",City and County of Honolulu,Pre-SWQDC,Pre-SWQDC,jnolan, , ,TRUE,None,HWES 38,HWES 38-22251, ,15.7710552
948,1,1321,34799,18028,Reinforced Concrete Pipe,21.40646497, , , ,21.407, , , , , , , , , ,Pre-SWQDC, ,"Constructed, existing ROW",City and County of Honolulu,Pre-SWQDC,Pre-SWQDC,jnolan,originally 99 inch,TRUE, ,21.40646497,530,-157.7555685,21.27850834,11.9768543,38274,22384,Man Hole, , ,-157.7555685,21.27850834, , , , , , , , ,Pre-SWQDC, ,"Constructed, existing ROW",City and County of Honolulu,Pre-SWQDC,Pre-SWQDC,jnolan, , ,TRUE,None,HMB 30,HMB 30-22384, ,11.9768496
949,1,1322,34799,18028,Reinforced Concrete Pipe,21.40646497, , , ,21.407, , , , , , , , , ,Pre-SWQDC, ,"Constructed, existing ROW",City and County of Honolulu,Pre-SWQDC,Pre-SWQDC,jnolan,originally 99 inch,TRUE, ,21.40646497,530,-157.7555683,21.27844941,11.5558062,2285,22386,Catch Basin, , ,-157.7555683,21.27844941, , , , , , , , ,Pre-SWQDC, ,"Constructed, existing ROW",City and County of Honolulu,Pre-SWQDC,Pre-SWQDC,jnolan, , ,TRUE,None,HMB 30,HMB 30-22386, ,11.5558023
950,1,1323,34818,24115,Reinforced Concrete Pipe,213.1076233,24, , ,210, , , , , , , , , ,Pre-SWQDC, , ,Private,Pre-SWQDC,Pre-SWQDC,jnolan, ,TRUE, ,213.1076233,531,-157.746839,21.28979296,754.1381836,29154,25858,Catch Basin, , ,-157.746839,21.28979296,9.6, , , , , , , ,Pre-SWQDC, ,"Constructed, existing ROW",Private,Pre-SWQDC,Pre-SWQDC,jnolan, , ,TRUE,None,HMB 56,HMB 56-25858, ,754.1381226
951,1,1324,34818,24115,Reinforced Concrete Pipe,213.1076233,24, , ,210, , , , , , , , , ,Pre-SWQDC, , ,Private,Pre-SWQDC,Pre-SWQDC,jnolan, ,TRUE, ,213.1076233,531,-157.7462131,21.28979988,748.4196167,43889,25859,Catch Basin, , ,-157.7462131,21.28979988,8.5, , , , , , , ,Pre-SWQDC, ,"Constructed, existing ROW",Private,Pre-SWQDC,Pre-SWQDC,jnolan, , ,TRUE,None,HMB 56,HMB 56-25859, ,748.4196167
952,1,1325,34819,24135,Reinforced Concrete Pipe,139.4416684,18, , ,120, , , , , , , , , ,Pre-SWQDC, , ,Private,Pre-SWQDC,Pre-SWQDC,jnolan, ,TRUE, ,139.4416684,532,-157.7465025,21.28907583,686.8335571,36587,25592,Catch Basin, , ,-157.7465025,21.28907583,4.4, , , , , , , ,Pre-SWQDC, ,"Constructed, existing ROW",Private,Pre-SWQDC,Pre-SWQDC,jnolan, , ,TRUE,None,HMB 56,HMB 56-25592, ,686.8335571
953,1,1326,34819,24135,Reinforced Concrete Pipe,139.4416684,18, , ,120, , , , , , , , , ,Pre-SWQDC, , ,Private,Pre-SWQDC,Pre-SWQDC,jnolan, ,TRUE, ,139.4416684,532,-157.746863,21.28889354,665.56073,28215,25594,Catch Basin, , ,-157.746863,21.28889354,4.4, , , , , , , ,Pre-SWQDC, ,"Constructed, existing ROW",Private,Pre-SWQDC,Pre-SWQDC,jnolan, , ,TRUE,None,HMB 56,HMB 56-25594, ,665.5606689
954,1,1327,34874,22000,Reinforced Concrete Pipe,95.30743049,24,4.7,25.11, , , ,0.0091,0.64,8, , , , ,Pre-SWQDC, , ,Private,Pre-SWQDC,Pre-SWQDC,jnolan,"Edited by FILENUM 9847, A50=3.45",TRUE, ,95.30743049,533,-157.7471194,21.29048734,781.6348267,37510,25856,Man Hole, , ,-157.7471194,21.29048734,9.6, , , , , , , ,Pre-SWQDC, ,"Constructed, existing ROW",Private,Pre-SWQDC,Pre-SWQDC,jnolan,Edited by FILENUM 9847, ,TRUE,None,HMB 56,HMB 56-25856, ,781.6348267
955,1,1328,34874,22000,Reinforced Concrete Pipe,95.30743049,24,4.7,25.11, , , ,0.0091,0.64,8, , , , ,Pre-SWQDC, , ,Private,Pre-SWQDC,Pre-SWQDC,jnolan,"Edited by FILENUM 9847, A50=3.45",TRUE, ,95.30743049,533,-157.7470162,21.29024344,773.3483887,7806,25857,Catch Basin, , ,-157.7470162,21.29024344,8.5, , , , , , , ,Pre-SWQDC, ,"Constructed, existing ROW",Private,Pre-SWQDC,Pre-SWQDC,jnolan,Edited by FILENUM 9847, ,TRUE,None,HMB 56,HMB 56-25857, ,773.3483887
956,1,1329,34895,24430,Reinforced Concrete Pipe,288.3027082,18, , ,265, , , , , , , , , ,Pre-SWQDC, ,"Constructed, existing ROW",City and County of Honolulu,Pre-SWQDC,Pre-SWQDC,jnolan, ,TRUE, ,288.3027082,534,-157.7537081,21.29605605,282.7382507,53970,25659,Man Hole, , ,-157.7537081,21.29605605, , , , , , , , ,Pre-SWQDC, ,"Constructed, existing ROW",City and County of Honolulu,Pre-SWQDC,Pre-SWQDC,jnolan, , ,TRUE,None,HWES 8,HWES 8-25659, ,282.7382202
957,1,1330,34895,24430,Reinforced Concrete Pipe,288.3027082,18, , ,265, , , , , , , , , ,Pre-SWQDC, ,"Constructed, existing ROW",City and County of Honolulu,Pre-SWQDC,Pre-SWQDC,jnolan, ,TRUE, ,288.3027082,534,-157.754306,21.29661814,248.6072083,55821,25662,Catch Basin, , ,-157.754306,21.29661814, , , , , , , , ,Pre-SWQDC, ,"Constructed, existing ROW",City and County of Honolulu,Pre-SWQDC,Pre-SWQDC,jnolan, , ,TRUE,None,HWES 8,HWES 8-25662, ,248.6072388
958,1,1331,34896,24437,Reinforced Concrete Pipe,47.91192899,24, , ,35, , , , , , , , , ,Pre-SWQDC, ,"Constructed, existing ROW",City and County of Honolulu,Pre-SWQDC,Pre-SWQDC,jnolan, ,TRUE, ,47.91192899,535,-157.7549375,21.29664976,194.2908478,26420,25666,Man Hole, , ,-157.7549375,21.29664976, , , , , , , ,HWES 8-3,Pre-SWQDC, ,"Constructed, existing ROW",City and County of Honolulu,Pre-SWQDC,Pre-SWQDC,jnolan, , ,TRUE,None,HWES 8,HWES 8-25666, ,194.2908936
959,1,1332,34896,24437,Reinforced Concrete Pipe,47.91192899,24, , ,35, , , , , , , , , ,Pre-SWQDC, ,"Constructed, existing ROW",City and County of Honolulu,Pre-SWQDC,Pre-SWQDC,jnolan, ,TRUE, ,47.91192899,535,-157.7550685,21.29669818,189.8040771,58542,25667,Man Hole, , ,-157.7550685,21.29669818, , , , , , , ,HWES 8-2,Pre-SWQDC, ,"Constructed, existing ROW",City and County of Honolulu,Pre-SWQDC,Pre-SWQDC,jnolan, , ,TRUE,None,HWES 8,HWES 8-25667, ,189.8041077
960,1,1333,34897,24441,Reinforced Concrete Pipe,110.7990189,24, , ,100, , , , , , , , , ,Pre-SWQDC, ,"Constructed, existing ROW",City and County of Honolulu,Pre-SWQDC,Pre-SWQDC,jnolan, ,TRUE, ,110.7990189,536,-157.7485214,21.27847499,0.1077971,31010,25695,Man Hole, , ,-157.7485214,21.27847499, , , , , , , , ,Pre-SWQDC, ,"Constructed, existing ROW",City and County of Honolulu,Pre-SWQDC,Pre-SWQDC,jnolan, , ,TRUE,None,HMB 29,HMB 29-25695, ,0.1077971
961,1,1334,34897,24441,Reinforced Concrete Pipe,110.7990189,24, , ,100, , , , , , , , , ,Pre-SWQDC, ,"Constructed, existing ROW",City and County of Honolulu,Pre-SWQDC,Pre-SWQDC,jnolan, ,TRUE, ,110.7990189,536,-157.7482251,21.2783489,0.0599864,53133,25694,Inlet/Outlet, , ,-157.7482251,21.2783489, , , , , , ,Sink,HMB 29,Pre-SWQDC, ,"Constructed, existing ROW",City and County of Honolulu,Pre-SWQDC,Pre-SWQDC,jnolan,End of RCP indirect connection to Class A Waters (Field confirmation requested); edited by FILENUM 18156, ,TRUE,Sink,HMB 29,HMB 29-25694,Outfall,0.0599863
962,1,1335,34898,24450,Reinforced Concrete Pipe,37.66035568,24, , ,60, , , , , , , , , ,Pre-SWQDC, ,"Constructed, existing ROW",City and County of Honolulu,Pre-SWQDC,Pre-SWQDC,jnolan, ,TRUE, ,37.66035568,537,-157.7610436,21.29125574,855.9273071,8762,25872,Catch Basin, , ,-157.7610436,21.29125574,7, , , , , , ,HMB 35-30-17,Pre-SWQDC, ,"Constructed, existing ROW",City and County of Honolulu,Pre-SWQDC,Pre-SWQDC,jnolan, , ,TRUE,None,HMB 35,HMB 35-25872, ,855.9273071
963,1,1336,34898,24450,Reinforced Concrete Pipe,37.66035568,24, , ,60, , , , , , , , , ,Pre-SWQDC, ,"Constructed, existing ROW",City and County of Honolulu,Pre-SWQDC,Pre-SWQDC,jnolan, ,TRUE, ,37.66035568,537,-157.7609633,21.29118444,853.2749023,30055,25874,Man Hole, , ,-157.7609633,21.29118444,7.6, , , , , , , ,Pre-SWQDC, ,"Constructed, existing ROW",City and County of Honolulu,Pre-SWQDC,Pre-SWQDC,jnolan, , ,TRUE,None,HMB 35,HMB 35-25874, ,853.2748413
964,1,1337,34899,24456,Reinforced Concrete Pipe,251.5376272,24, , ,240, , , , , , , , , ,Pre-SWQDC, ,"Constructed, existing ROW",City and County of Honolulu,Pre-SWQDC,Pre-SWQDC,jnolan, ,TRUE, ,251.5376272,538,-157.7608851,21.2898318,809.5306396,7807,25879,Man Hole, , ,-157.7608851,21.2898318, , , , , , , , ,Pre-SWQDC, ,"Constructed, existing ROW",City and County of Honolulu,Pre-SWQDC,Pre-SWQDC,jnolan, , ,TRUE,None,HMB 35,HMB 35-25879, ,809.5305786
965,1,1338,34899,24456,Reinforced Concrete Pipe,251.5376272,24, , ,240, , , , , , , , , ,Pre-SWQDC, ,"Constructed, existing ROW",City and County of Honolulu,Pre-SWQDC,Pre-SWQDC,jnolan, ,TRUE, ,251.5376272,538,-157.7609353,21.28914095,767.4797974,39303,25880,Catch Basin, , ,-157.7609353,21.28914095, , , , , , , ,HMB 35-30-11,Pre-SWQDC, ,"Constructed, existing ROW",City and County of Honolulu,Pre-SWQDC,Pre-SWQDC,jnolan, , ,TRUE,None,HMB 35,HMB 35-25880, ,767.4797974
966,1,1339,34920,20237,Reinforced Concrete Pipe,28.33887419, , , ,28.339, , , , , , , , , ,Pre-SWQDC, ,"Constructed, existing ROW",City and County of Honolulu,Pre-SWQDC,Pre-SWQDC,jnolan,originally 99 inch,TRUE, ,28.33887419,539,-157.755879,21.28015256,18.2064095,38273,22349,Catch Basin, , ,-157.755879,21.28015256, , , , , , , ,HWES 41-6-2,Pre-SWQDC, ,"Constructed, existing ROW",City and County of Honolulu,Pre-SWQDC,Pre-SWQDC,jnolan, , ,TRUE,None,HWES 41,HWES 41-22349, ,18.2064075
967,1,1340,34920,20237,Reinforced Concrete Pipe,28.33887419, , , ,28.339, , , , , , , , , ,Pre-SWQDC, ,"Constructed, existing ROW",City and County of Honolulu,Pre-SWQDC,Pre-SWQDC,jnolan,originally 99 inch,TRUE, ,28.33887419,539,-157.7558593,21.28007677,18.5470276,18006,22351,Man Hole, , ,-157.7558593,21.28007676, , , , , , , , ,Pre-SWQDC, ,"Constructed, existing ROW",City and County of Honolulu,Pre-SWQDC,Pre-SWQDC,jnolan, , ,TRUE,None,HWES 41,HWES 41-22351, ,18.5470276
968,1,1341,34921,20238,Reinforced Concrete Pipe,18.80587682, , , ,18.806, , , , , , , , , ,Pre-SWQDC, ,"Constructed, existing ROW",City and County of Honolulu,Pre-SWQDC,Pre-SWQDC,jnolan,originally 99 inch,TRUE, ,18.80587682,540,-157.7558593,21.28007677,18.5470276,18006,22351,Man Hole, , ,-157.7558593,21.28007676, , , , , , , , ,Pre-SWQDC, ,"Constructed, existing ROW",City and County of Honolulu,Pre-SWQDC,Pre-SWQDC,jnolan, , ,TRUE,None,HWES 41,HWES 41-22351, ,18.5470276
969,1,1342,34921,20238,Reinforced Concrete Pipe,18.80587682, , , ,18.806, , , , , , , , , ,Pre-SWQDC, ,"Constructed, existing ROW",City and County of Honolulu,Pre-SWQDC,Pre-SWQDC,jnolan,originally 99 inch,TRUE, ,18.80587682,540,-157.7559122,21.28006185,18.9694901,3573,29809,Inlet/Outlet, , ,-157.7559122,21.28006185, , , , , , , , ,Pre-SWQDC, ,"Constructed, existing ROW",City and County of Honolulu,Pre-SWQDC,Pre-SWQDC,jnolan, , ,TRUE,None,HWES 41,HWES 41-29809, ,18.9694881
970,1,1343,34922,20239,Reinforced Concrete Pipe,18.82081987, , , ,18.821, , , , , , , , , ,Pre-SWQDC, ,"Constructed, existing ROW",City and County of Honolulu,Pre-SWQDC,Pre-SWQDC,jnolan,originally 99 inch,TRUE, ,18.82081987,541,-157.7499885,21.28000778,0.3019565,42854,22352,Catch Basin, , ,-157.7499885,21.28000778,4.1, , , , , , ,HWES 43-4-1,Pre-SWQDC, ,"Constructed, existing ROW",City and County of Honolulu,Pre-SWQDC,Pre-SWQDC,jnolan, , ,TRUE,None,HWES 43,HWES 43-22352, ,0.3019565
