OBJECTID_1,Join_Count,TARGET_FID,OBJECTID,TYPE,DIAMETER,DRAINAGE_A,FLOW_RATE,WIDTH,HEIGHT,SLOPE,ROUGHNESS,FILENUM,INSTALL_DA,LIFE_CYCLE,OWNER,DATA_SOURC,CREATED_BY,LAST_EDITE,LAST_EDI_1,ENABLED,TYPE_USE,ORIG_FID,POINT_X,POINT_Y,RASTERVALU,OBJECTID_12,NODE_ID,TYPE_1,DRAINAGE_A_1,FLOW_RATE_1,POINT_X_1,POINT_Y_1,CATCHMENT_,INSTALL_DA_1,LIFE_CYCLE_1,OWNER_1,DATA_SOURC_1,CREATED_BY_1,LAST_EDITE_1,LAST_EDI_12,DA_SRC_STR,ENABLED_1,ANCILLARYR,OUTFALL,SWID,TYPE_USE_1
164,0,164,22223,Reinforced Concrete Pipe,48, , , , , , ,Pre-SWQDC, ,"Constructed, existing ROW",City and County of Honolulu,Pre-SWQDC,Pre-SWQDC,jnolan, ,True, ,339,-157.751903696898069,21.283159564062657,30.9946613,,,,,,,,,,,,,,,,,,,,,
165,0,165,22223,Reinforced Concrete Pipe,48, , , , , , ,Pre-SWQDC, ,"Constructed, existing ROW",City and County of Honolulu,Pre-SWQDC,Pre-SWQDC,jnolan, ,True, ,339,-157.752168508569781,21.283100403960532,25.9568558,,,,,,,,,,,,,,,,,,,,,
166,1,166,22223,Reinforced Concrete Pipe,48, , , , , , ,Pre-SWQDC, ,"Constructed, existing ROW",City and County of Honolulu,Pre-SWQDC,Pre-SWQDC,jnolan, ,True, ,339,-157.752364267596846,21.283058563002328,22.4638863,21640,22254,Man Hole, , ,-157.752378674736008,21.283061986721350,7.400000, ,"Constructed, existing ROW",City and County of Honolulu,Pre-SWQDC,Pre-SWQDC,jnolan, , ,True,None,HWES 38,HWES 38-22254, 
167,1,167,22292,Reinforced Concrete Pipe,24, , , , , , ,Pre-SWQDC, ,"Constructed, existing ROW",City and County of Honolulu,Pre-SWQDC,Pre-SWQDC,jnolan, ,True, ,346,-157.756176608863370,21.274450354000692,0.1549505,2292,22417,Man Hole, , ,-157.756191015103241,21.274453778619034, , ,"Constructed, existing ROW",City and County of Honolulu,Pre-SWQDC,Pre-SWQDC,jnolan, , ,True,None,HMB 32,HMB 32-22417, 
168,1,168,22292,Reinforced Concrete Pipe,24, , , , , , ,Pre-SWQDC, ,"Constructed, existing ROW",City and County of Honolulu,Pre-SWQDC,Pre-SWQDC,jnolan, ,True, ,346,-157.756136115988937,21.274218155343647,-0.4401370,24540,25690,Man Hole, , ,-157.756150522228779,21.274221579961988, , ,"Constructed, existing ROW",City and County of Honolulu,Pre-SWQDC,Pre-SWQDC,jnolan, , ,True,None,HMB 32,HMB 32-25690, 
169,1,169,23383,Reinforced Concrete Pipe,48, , , , , , ,Pre-SWQDC, ,"Constructed, existing ROW",City and County of Honolulu,Pre-SWQDC,Pre-SWQDC,jnolan,Edited by FILENUM 18154,True, ,355,-157.752511239302237,21.283018544070615,19.8823566,55386,63858,Catch Basin, , ,-157.752525645542079,21.283021967789637, , , ,City and County of Honolulu,SWQDC Other,SWQDC,jnolan, , ,True,None,HWES 38,HWES 38-63858, 
170,1,170,23383,Reinforced Concrete Pipe,48, , , , , , ,Pre-SWQDC, ,"Constructed, existing ROW",City and County of Honolulu,Pre-SWQDC,Pre-SWQDC,jnolan,Edited by FILENUM 18154,True, ,355,-157.752853910679391,21.282861074578989,16.9516277,31847,22259,Inlet/Outlet, , ,-157.752868316919262,21.282864498298011, , ,"Constructed, existing ROW",City and County of Honolulu,Pre-SWQDC,Pre-SWQDC,jnolan,End of RCP; edited by FILENUM 18154, ,True,None,HWES 38,HWES 38-22259, 
171,0,171,23384,Channel, , , , , , , ,18149, , ,City and County of Honolulu,SWQDC Other,SWQDC,jnolan,TYPE=Drainage Canal; edited by Parcels,True, ,356,-157.756036338905886,21.288011962282269,90.3660202,,,,,,,,,,,,,,,,,,,,,
172,0,172,23384,Channel, , , , , , , ,18149, , ,City and County of Honolulu,SWQDC Other,SWQDC,jnolan,TYPE=Drainage Canal; edited by Parcels,True, ,356,-157.756034297444842,21.288000313363796,90.1383591,,,,,,,,,,,,,,,,,,,,,
173,0,173,23384,Channel, , , , , , , ,18149, , ,City and County of Honolulu,SWQDC Other,SWQDC,jnolan,TYPE=Drainage Canal; edited by Parcels,True, ,356,-157.756015369413745,21.287881997656143,87.8521957,,,,,,,,,,,,,,,,,,,,,
174,0,174,23384,Channel, , , , , , , ,18149, , ,City and County of Honolulu,SWQDC Other,SWQDC,jnolan,TYPE=Drainage Canal; edited by Parcels,True, ,356,-157.755992576096475,21.287788768536871,85.9276962,,,,,,,,,,,,,,,,,,,,,
175,0,175,23384,Channel, , , , , , , ,18149, , ,City and County of Honolulu,SWQDC Other,SWQDC,jnolan,TYPE=Drainage Canal; edited by Parcels,True, ,356,-157.755950647004738,21.287702680034727,83.8259659,,,,,,,,,,,,,,,,,,,,,
176,0,176,23384,Channel, , , , , , , ,18149, , ,City and County of Honolulu,SWQDC Other,SWQDC,jnolan,TYPE=Drainage Canal; edited by Parcels,True, ,356,-157.755906238482083,21.287635213794147,81.9972076,,,,,,,,,,,,,,,,,,,,,
177,1,177,23848,Reinforced Concrete Pipe,24, , , , , , ,Pre-SWQDC, ,"Constructed, existing ROW",City and County of Honolulu,Pre-SWQDC,Pre-SWQDC,jnolan, ,True, ,362,-157.752471375953206,21.288820349379648,192.8967285,22611,20605,Man Hole, , ,-157.752485782193077,21.288823773098727,4.7, ,"Constructed, existing ROW",City and County of Honolulu,Pre-SWQDC,Pre-SWQDC,jnolan, , ,True,None,HWES 25,HWES 25-20605, 
178,1,178,23848,Reinforced Concrete Pipe,24, , , , , , ,Pre-SWQDC, ,"Constructed, existing ROW",City and County of Honolulu,Pre-SWQDC,Pre-SWQDC,jnolan, ,True, ,362,-157.752180722262494,21.288519338196977,211.4156494,2577,20614,Man Hole, , ,-157.752195128502336,21.288522761915999,4.800000, ,"Constructed, existing ROW",City and County of Honolulu,Pre-SWQDC,Pre-SWQDC,jnolan, , ,True,None,HWES 25,HWES 25-20614, 
179,1,179,25657,Reinforced Concrete Pipe,18, , , , , , ,Pre-SWQDC, ,"Constructed, existing ROW",City and County of Honolulu,Pre-SWQDC,Pre-SWQDC,jnolan, ,True, ,382,-157.757496582501261,21.284645559744831,139.6484222,22618,20708,Catch Basin, , ,-157.757510988741103,21.284648983463853,4.3, ,"Constructed, existing ROW",City and County of Honolulu,Pre-SWQDC,Pre-SWQDC,jnolan, , ,True,None,HWES 35,HWES 35-20708, 
180,1,180,25657,Reinforced Concrete Pipe,18, , , , , , ,Pre-SWQDC, ,"Constructed, existing ROW",City and County of Honolulu,Pre-SWQDC,Pre-SWQDC,jnolan, ,True, ,382,-157.757615966603538,21.284609536500966,147.8551025,53065,20711,Catch Basin, , ,-157.757630372843408,21.284612960219988,4, ,"Constructed, existing ROW",City and County of Honolulu,Pre-SWQDC,Pre-SWQDC,jnolan, , ,True,None,HWES 35,HWES 35-20711, 
181,1,181,25944,Reinforced Concrete Pipe,36, , , , , , ,Pre-SWQDC, ,"Constructed, existing ROW",City and County of Honolulu,Pre-SWQDC,Pre-SWQDC,jnolan, ,True, ,394,-157.750601296012974,21.279314557620808,-0.8106122,2282,22370,Man Hole, , ,-157.750615703152164,21.279317981339830,5.400000, ,"Constructed, existing ROW",City and County of Honolulu,Pre-SWQDC,Pre-SWQDC,jnolan, , ,True,None,HWES 43,HWES 43-22370, 
182,0,182,25944,Reinforced Concrete Pipe,36, , , , , , ,Pre-SWQDC, ,"Constructed, existing ROW",City and County of Honolulu,Pre-SWQDC,Pre-SWQDC,jnolan, ,True, ,394,-157.750696705088842,21.279342701904227,-1.0208972,,,,,,,,,,,,,,,,,,,,,
183,1,183,25944,Reinforced Concrete Pipe,36, , , , , , ,Pre-SWQDC, ,"Constructed, existing ROW",City and County of Honolulu,Pre-SWQDC,Pre-SWQDC,jnolan, ,True, ,394,-157.750768256949470,21.279366681427234,-1.1849804,48347,22368,Man Hole, , ,-157.750782663189312,21.279370105146313,6.100000, ,"Constructed, existing ROW",City and County of Honolulu,Pre-SWQDC,Pre-SWQDC,jnolan, , ,True,None,HWES 43,HWES 43-22368, 
184,0,184,26830,Channel, , , , , , , ,18154, , ,City and County of Honolulu,SWQDC Other,SWQDC,jnolan,TYPE=Drainage Canal; edited by Parcels,True, ,397,-157.754779782760750,21.286459096610088,46.5181198,,,,,,,,,,,,,,,,,,,,,
185,0,185,26830,Channel, , , , , , , ,18154, , ,City and County of Honolulu,SWQDC Other,SWQDC,jnolan,TYPE=Drainage Canal; edited by Parcels,True, ,397,-157.754706027561099,21.286378196296766,44.5064125,,,,,,,,,,,,,,,,,,,,,
186,0,186,26830,Channel, , , , , , , ,18154, , ,City and County of Honolulu,SWQDC Other,SWQDC,jnolan,TYPE=Drainage Canal; edited by Parcels,True, ,397,-157.754629702998358,21.286277719541147,42.2491951,,,,,,,,,,,,,,,,,,,,,
187,0,187,26830,Channel, , , , , , , ,18154, , ,City and County of Honolulu,SWQDC Other,SWQDC,jnolan,TYPE=Drainage Canal; edited by Parcels,True, ,397,-157.754553373039698,21.286180827483236,40.0245285,,,,,,,,,,,,,,,,,,,,,
188,0,188,26830,Channel, , , , , , , ,18154, , ,City and County of Honolulu,SWQDC Other,SWQDC,jnolan,TYPE=Drainage Canal; edited by Parcels,True, ,397,-157.754461822055418,21.286037314570478,38.5354805,,,,,,,,,,,,,,,,,,,,,
189,0,189,26830,Channel, , , , , , , ,18154, , ,City and County of Honolulu,SWQDC Other,SWQDC,jnolan,TYPE=Drainage Canal; edited by Parcels,True, ,397,-157.754396977338615,21.285933269304962,38.5548363,,,,,,,,,,,,,,,,,,,,,
190,0,190,26830,Channel, , , , , , , ,18154, , ,City and County of Honolulu,SWQDC Other,SWQDC,jnolan,TYPE=Drainage Canal; edited by Parcels,True, ,397,-157.754305474018395,21.285761080609404,37.9884682,,,,,,,,,,,,,,,,,,,,,
191,0,191,26830,Channel, , , , , , , ,18154, , ,City and County of Honolulu,SWQDC Other,SWQDC,jnolan,TYPE=Drainage Canal; edited by Parcels,True, ,397,-157.754261196796762,21.285671616951618,37.4990387,,,,,,,,,,,,,,,,,,,,,
192,1,192,27447,Reinforced Concrete Pipe,18, , , , , , ,Pre-SWQDC, ,"Constructed, existing ROW",City and County of Honolulu,Pre-SWQDC,Pre-SWQDC,jnolan, ,True, ,406,-157.756420433056519,21.287335450870387,91.1517792,56638,20650,Man Hole, , ,-157.756434840195681,21.287338874589466,6.100000, ,"Constructed, existing ROW",City and County of Honolulu,Pre-SWQDC,Pre-SWQDC,jnolan, , ,True,None,HWES 27,HWES 27-20650, 
193,1,193,27447,Reinforced Concrete Pipe,18, , , , , , ,Pre-SWQDC, ,"Constructed, existing ROW",City and County of Honolulu,Pre-SWQDC,Pre-SWQDC,jnolan, ,True, ,406,-157.756837873169275,21.287123915936036,123.7048035,30946,20653,Man Hole, , ,-157.756852279409145,21.287127338755738,5.8, ,"Constructed, existing ROW",City and County of Honolulu,Pre-SWQDC,Pre-SWQDC,jnolan, , ,True,None,HWES 27,HWES 27-20653, 
194,1,194,27471,Reinforced Concrete Pipe,24, , , , , , ,Pre-SWQDC, , ,Private,Pre-SWQDC,Pre-SWQDC,jnolan,OWNERSHIP taken from Parcels & Easements;,True, ,408,-157.752089653314812,21.288527504940475,221.0735321,14257,20612,Man Hole, , ,-157.752104059554682,21.288530927760178, , ,"Constructed, existing ROW",Private,Pre-SWQDC,Pre-SWQDC,jnolan,OWNERSHIP taken from Parcels & Easements;, ,True,None,HWES 25,HWES 25-20612, 
195,1,195,27471,Reinforced Concrete Pipe,24, , , , , , ,Pre-SWQDC, , ,Private,Pre-SWQDC,Pre-SWQDC,jnolan,OWNERSHIP taken from Parcels & Easements;,True, ,408,-157.752025017240726,21.288536248149398,228.0756836,45628,20611,Inlet/Outlet, , ,-157.752039423480568,21.288539670969101, , ,"Constructed, existing ROW",Private,Pre-SWQDC,Pre-SWQDC,jnolan,TYPE=Intake; connection between Ditch and RCP; OWNERSHIP taken from Parcels & Easements; edited by FILENUM 18155, ,True,None,HWES 25,HWES 25-20611, 
196,1,196,27485,Reinforced Concrete Pipe,30, , , , , , ,Pre-SWQDC, ,"Constructed, existing ROW",City and County of Honolulu,Pre-SWQDC,Pre-SWQDC,jnolan, ,True, ,409,-157.755660904327243,21.288595225689164,94.5943375,50236,20609,Catch Basin, , ,-157.755675310567113,21.288598649408186,5.300000, ,"Constructed, existing ROW",City and County of Honolulu,Pre-SWQDC,Pre-SWQDC,jnolan, , ,True,None,HWES 25,HWES 25-20609, 
197,1,197,27485,Reinforced Concrete Pipe,30, , , , , , ,Pre-SWQDC, ,"Constructed, existing ROW",City and County of Honolulu,Pre-SWQDC,Pre-SWQDC,jnolan, ,True, ,409,-157.755541537312070,21.288620429189507,93.2429886,23530,20608,Man Hole, , ,-157.755555943551911,21.288623852009209,3.6, ,"Constructed, existing ROW",City and County of Honolulu,Pre-SWQDC,Pre-SWQDC,jnolan, , ,True,None,HWES 25,HWES 25-20608, 
198,0,198,28651,Channel, , , , , , , ,18150, , ,City and County of Honolulu,SWQDC Other,SWQDC,jnolan,TYPE=Drainage Canal; edited by Parcels,True, ,430,-157.755900883019308,21.291598296724089,166.6960297,,,,,,,,,,,,,,,,,,,,,
199,0,199,28651,Channel, , , , , , , ,18150, , ,City and County of Honolulu,SWQDC Other,SWQDC,jnolan,TYPE=Drainage Canal; edited by Parcels,True, ,430,-157.755913661486261,21.291573870237983,166.4595337,,,,,,,,,,,,,,,,,,,,,
200,0,200,28651,Channel, , , , , , , ,18150, , ,City and County of Honolulu,SWQDC Other,SWQDC,jnolan,TYPE=Drainage Canal; edited by Parcels,True, ,430,-157.755982718627536,21.291444929040267,165.2066650,,,,,,,,,,,,,,,,,,,,,
201,0,201,28651,Channel, , , , , , , ,18150, , ,City and County of Honolulu,SWQDC Other,SWQDC,jnolan,TYPE=Drainage Canal; edited by Parcels,True, ,430,-157.756000219434554,21.291418775855846,165.0165558,,,,,,,,,,,,,,,,,,,,,
202,0,202,28652,Channel, , , , , , , ,18151, , ,City and County of Honolulu,SWQDC Other,SWQDC,jnolan,TYPE=Drainage Canal; edited by Parcels,True, ,431,-157.756094233661912,21.299266375143134,332.6550598,,,,,,,,,,,,,,,,,,,,,
203,0,203,28652,Channel, , , , , , , ,18151, , ,City and County of Honolulu,SWQDC Other,SWQDC,jnolan,TYPE=Drainage Canal; edited by Parcels,True, ,431,-157.756074426993194,21.298685802507805,320.6395264,,,,,,,,,,,,,,,,,,,,,
204,1,204,28968,Reinforced Concrete Pipe,18, , , , , , ,Pre-SWQDC, ,"Constructed, existing ROW",City and County of Honolulu,Pre-SWQDC,Pre-SWQDC,jnolan, ,True, ,432,-157.752595381671512,21.293044999227391,296.4113159,41953,20492,Catch Basin, , ,-157.752609787911354,21.293048422047093,5.100000, ,"Constructed, existing ROW",City and County of Honolulu,Pre-SWQDC,Pre-SWQDC,jnolan, , ,True,None,HWES 14,HWES 14-20492, 
205,1,205,28968,Reinforced Concrete Pipe,18, , , , , , ,Pre-SWQDC, ,"Constructed, existing ROW",City and County of Honolulu,Pre-SWQDC,Pre-SWQDC,jnolan, ,True, ,432,-157.752683917228978,21.293016461040907,285.7871094,25419,20493,Man Hole, , ,-157.752698323468820,21.293019884759929,4.1, ,"Constructed, existing ROW",City and County of Honolulu,Pre-SWQDC,Pre-SWQDC,jnolan, , ,True,None,HWES 14,HWES 14-20493, 
206,1,206,29119,Reinforced Concrete Pipe,24, , , , , , ,Pre-SWQDC, ,"Constructed, existing ROW",City and County of Honolulu,Pre-SWQDC,Pre-SWQDC,jnolan, ,True, ,438,-157.754086724722526,21.289136006021920,110.4179916,50234,20586,Man Hole, , ,-157.754101130962397,21.289139429740942,4.300000, ,"Constructed, existing ROW",City and County of Honolulu,Pre-SWQDC,Pre-SWQDC,jnolan, , ,True,None,HWES 25,HWES 25-20586, 
207,1,207,29119,Reinforced Concrete Pipe,24, , , , , , ,Pre-SWQDC, ,"Constructed, existing ROW",City and County of Honolulu,Pre-SWQDC,Pre-SWQDC,jnolan, ,True, ,438,-157.753857970468943,21.289143454207078,122.2356110,10570,20585,Man Hole, , ,-157.753872376708784,21.289146877926100, , ,"Constructed, existing ROW",City and County of Honolulu,Pre-SWQDC,Pre-SWQDC,jnolan, , ,True,None,HWES 25,HWES 25-20585, 
208,1,208,29205,Reinforced Concrete Pipe,18, , , , , , ,Pre-SWQDC, ,"Constructed, existing ROW",City and County of Honolulu,Pre-SWQDC,Pre-SWQDC,jnolan, ,True, ,442,-157.761480989256228,21.277097533624328,46.6693611,24438,22616,Man Hole, , ,-157.761495395496070,21.277100957343350, , ,"Constructed, existing ROW",City and County of Honolulu,Pre-SWQDC,Pre-SWQDC,jnolan, , ,True,None,HMB 35,HMB 35-22616, 
209,0,209,29205,Reinforced Concrete Pipe,18, , , , , , ,Pre-SWQDC, ,"Constructed, existing ROW",City and County of Honolulu,Pre-SWQDC,Pre-SWQDC,jnolan, ,True, ,442,-157.761376915212452,21.276596346843974,29.1145706,,,,,,,,,,,,,,,,,,,,,
210,0,210,29205,Reinforced Concrete Pipe,18, , , , , , ,Pre-SWQDC, ,"Constructed, existing ROW",City and County of Honolulu,Pre-SWQDC,Pre-SWQDC,jnolan, ,True, ,442,-157.761376878340229,21.276597613089450,29.1532764,,,,,,,,,,,,,,,,,,,,,
211,1,211,29279,Reinforced Concrete Pipe,24, , , , , , ,Pre-SWQDC, ,"Constructed, existing ROW",City and County of Honolulu,Pre-SWQDC,Pre-SWQDC,jnolan, ,True, ,445,-157.749331662825938,21.284351654105592,194.1380615,40250,29855,Man Hole, , ,-157.749346069065808,21.284355077824614, , ,"Constructed, not dedicated",City and County of Honolulu,Pre-SWQDC,Pre-SWQDC,jnolan, , ,True,None,HWES 38,HWES 38-29855, 
212,0,212,29279,Reinforced Concrete Pipe,24, , , , , , ,Pre-SWQDC, ,"Constructed, existing ROW",City and County of Honolulu,Pre-SWQDC,Pre-SWQDC,jnolan, ,True, ,445,-157.749352770813687,21.284244537655354,186.1559601,,,,,,,,,,,,,,,,,,,,,
213,1,213,29279,Reinforced Concrete Pipe,24, , , , , , ,Pre-SWQDC, ,"Constructed, existing ROW",City and County of Honolulu,Pre-SWQDC,Pre-SWQDC,jnolan, ,True, ,445,-157.749385729168040,21.284077800650039,173.8473206,18889,22223,Man Hole, , ,-157.749400135407882,21.284081224369061,3.700000, ,"Constructed, existing ROW",City and County of Honolulu,Pre-SWQDC,Pre-SWQDC,jnolan, , ,True,None,HWES 38,HWES 38-22223, 
214,0,214,30413,Ditch, , , ,60,36, , ,Pre-SWQDC, ,"Constructed, existing ROW",City and County of Honolulu,Pre-SWQDC,Pre-SWQDC,jnolan,Edited by FILENUM 18152,True, ,466,-157.761020513885569,21.278023083498567,70.2010651,,,,,,,,,,,,,,,,,,,,,
215,0,215,30413,Ditch, , , ,60,36, , ,Pre-SWQDC, ,"Constructed, existing ROW",City and County of Honolulu,Pre-SWQDC,Pre-SWQDC,jnolan,Edited by FILENUM 18152,True, ,466,-157.761021078659837,21.277993859129367,68.8001328,,,,,,,,,,,,,,,,,,,,,
216,0,216,30413,Ditch, , , ,60,36, , ,Pre-SWQDC, ,"Constructed, existing ROW",City and County of Honolulu,Pre-SWQDC,Pre-SWQDC,jnolan,Edited by FILENUM 18152,True, ,466,-157.760889771345830,21.277289861737756,39.9036942,,,,,,,,,,,,,,,,,,,,,
217,0,217,30414,Channel, , , , , , , ,18149, , ,City and County of Honolulu,SWQDC Other,SWQDC,jnolan,TYPE=Drainage Canal; edited by Parcels,True, ,467,-157.756202135220349,21.288959674149680,111.2386932,,,,,,,,,,,,,,,,,,,,,
218,0,218,30414,Channel, , , , , , , ,18149, , ,City and County of Honolulu,SWQDC Other,SWQDC,jnolan,TYPE=Drainage Canal; edited by Parcels,True, ,467,-157.756174436101304,21.288832117008667,107.6788559,,,,,,,,,,,,,,,,,,,,,
219,0,219,30414,Channel, , , , , , , ,18149, , ,City and County of Honolulu,SWQDC Other,SWQDC,jnolan,TYPE=Drainage Canal; edited by Parcels,True, ,467,-157.756159332886881,21.288713807596196,104.5436096,,,,,,,,,,,,,,,,,,,,,
220,0,220,30414,Channel, , , , , , , ,18149, , ,City and County of Honolulu,SWQDC Other,SWQDC,jnolan,TYPE=Drainage Canal; edited by Parcels,True, ,467,-157.756124870866074,21.288517155542365,100.2136612,,,,,,,,,,,,,,,,,,,,,
221,1,221,31090,Reinforced Concrete Pipe,18, , , , , , ,Pre-SWQDC, ,"Constructed, existing ROW",City and County of Honolulu,Pre-SWQDC,Pre-SWQDC,jnolan, ,True, ,478,-157.761521768115074,21.277308595515308,54.3749084,12349,22612,Catch Basin, , ,-157.761536174354944,21.277312020133650, , ,"Constructed, existing ROW",City and County of Honolulu,Pre-SWQDC,Pre-SWQDC,jnolan, , ,True,None,HMB 35,HMB 35-22612, 
222,1,222,31090,Reinforced Concrete Pipe,18, , , , , , ,Pre-SWQDC, ,"Constructed, existing ROW",City and County of Honolulu,Pre-SWQDC,Pre-SWQDC,jnolan, ,True, ,478,-157.761480989256228,21.277097533624328,46.6693611,24438,22616,Man Hole, , ,-157.761495395496070,21.277100957343350, , ,"Constructed, existing ROW",City and County of Honolulu,Pre-SWQDC,Pre-SWQDC,jnolan, , ,True,None,HMB 35,HMB 35-22616, 
223,1,223,31140,Reinforced Concrete Pipe,24, , , , , , ,Pre-SWQDC, ,"Constructed, existing ROW",City and County of Honolulu,Pre-SWQDC,Pre-SWQDC,jnolan, ,True, ,480,-157.756408149216696,21.275412351598789,2.2898369,51090,22408,Man Hole, , ,-157.756422555456538,21.275415775317811, , ,"Constructed, existing ROW",City and County of Honolulu,Pre-SWQDC,Pre-SWQDC,jnolan, , ,True,None,HMB 32,HMB 32-22408, 
224,0,224,31140,Reinforced Concrete Pipe,24, , , , , , ,Pre-SWQDC, ,"Constructed, existing ROW",City and County of Honolulu,Pre-SWQDC,Pre-SWQDC,jnolan, ,True, ,480,-157.756362223537764,21.275210141734703,1.9818140,,,,,,,,,,,,,,,,,,,,,
225,0,225,31140,Reinforced Concrete Pipe,24, , , , , , ,Pre-SWQDC, ,"Constructed, existing ROW",City and County of Honolulu,Pre-SWQDC,Pre-SWQDC,jnolan, ,True, ,480,-157.756253190632208,21.274762402562885,0.9840349,,,,,,,,,,,,,,,,,,,,,
226,0,226,31140,Reinforced Concrete Pipe,24, , , , , , ,Pre-SWQDC, ,"Constructed, existing ROW",City and County of Honolulu,Pre-SWQDC,Pre-SWQDC,jnolan, ,True, ,480,-157.756192275952742,21.274522339334567,0.3449109,,,,,,,,,,,,,,,,,,,,,
227,1,227,31140,Reinforced Concrete Pipe,24, , , , , , ,Pre-SWQDC, ,"Constructed, existing ROW",City and County of Honolulu,Pre-SWQDC,Pre-SWQDC,jnolan, ,True, ,480,-157.756176608863370,21.274450354000692,0.1549505,2292,22417,Man Hole, , ,-157.756191015103241,21.274453778619034, , ,"Constructed, existing ROW",City and County of Honolulu,Pre-SWQDC,Pre-SWQDC,jnolan, , ,True,None,HMB 32,HMB 32-22417, 
228,0,228,32230,Channel, , , , , , , ,18154, , ,City and County of Honolulu,SWQDC Other,SWQDC,jnolan,TYPE=Drainage Canal; edited by Parcels,True, ,496,-157.754261196796762,21.285671616951618,37.4990387,,,,,,,,,,,,,,,,,,,,,
229,0,229,32230,Channel, , , , , , , ,18154, , ,City and County of Honolulu,SWQDC Other,SWQDC,jnolan,TYPE=Drainage Canal; edited by Parcels,True, ,496,-157.754046276814194,21.285237367610478,33.7861252,,,,,,,,,,,,,,,,,,,,,
230,0,230,32230,Channel, , , , , , , ,18154, , ,City and County of Honolulu,SWQDC Other,SWQDC,jnolan,TYPE=Drainage Canal; edited by Parcels,True, ,496,-157.753901476072230,21.284918136163128,30.3656883,,,,,,,,,,,,,,,,,,,,,
231,0,231,32230,Channel, , , , , , , ,18154, , ,City and County of Honolulu,SWQDC Other,SWQDC,jnolan,TYPE=Drainage Canal; edited by Parcels,True, ,496,-157.753844387108757,21.284791850663453,29.9614620,,,,,,,,,,,,,,,,,,,,,
232,0,232,32362,Ditch, , , ,84,48, , ,18153, , ,City and County of Honolulu,SWQDC Other,SWQDC,jnolan,Edited by Parcels,True, ,501,-157.760633347650838,21.281727226430405,254.4533386,,,,,,,,,,,,,,,,,,,,,
233,0,233,32362,Ditch, , , ,84,48, , ,18153, , ,City and County of Honolulu,SWQDC Other,SWQDC,jnolan,Edited by Parcels,True, ,501,-157.760632027446093,21.281718471530269,253.9248352,,,,,,,,,,,,,,,,,,,,,
234,0,234,32362,Ditch, , , ,84,48, , ,18153, , ,City and County of Honolulu,SWQDC Other,SWQDC,jnolan,Edited by Parcels,True, ,501,-157.760623531550721,21.281649885633783,249.8735962,,,,,,,,,,,,,,,,,,,,,
235,0,235,32362,Ditch, , , ,84,48, , ,18153, , ,City and County of Honolulu,SWQDC Other,SWQDC,jnolan,Edited by Parcels,True, ,501,-157.760608650468811,21.281536919093583,243.1832428,,,,,,,,,,,,,,,,,,,,,
236,0,236,32362,Ditch, , , ,84,48, , ,18153, , ,City and County of Honolulu,SWQDC Other,SWQDC,jnolan,Edited by Parcels,True, ,501,-157.760598064549015,21.281430010386714,237.0271606,,,,,,,,,,,,,,,,,,,,,
237,0,237,32362,Ditch, , , ,84,48, , ,18153, , ,City and County of Honolulu,SWQDC Other,SWQDC,jnolan,Edited by Parcels,True, ,501,-157.760596121114077,21.281300927995460,229.9729614,,,,,,,,,,,,,,,,,,,,,
238,0,238,32362,Ditch, , , ,84,48, , ,18153, , ,City and County of Honolulu,SWQDC Other,SWQDC,jnolan,Edited by Parcels,True, ,501,-157.760598213836460,21.281270292589966,228.2952576,,,,,,,,,,,,,,,,,,,,,
239,1,239,34774,Reinforced Concrete Pipe,36, , , , , , ,Pre-SWQDC, ,"Constructed, existing ROW",City and County of Honolulu,Pre-SWQDC,Pre-SWQDC,jnolan, ,True, ,529,-157.750496621222055,21.283476005813043,79.8307571,46468,22248,Man Hole, , ,-157.750511027461926,21.283479429532122,4.100000, ,"Constructed, existing ROW",City and County of Honolulu,Pre-SWQDC,Pre-SWQDC,jnolan, , ,True,None,HWES 38,HWES 38-22248, 
240,0,240,34774,Reinforced Concrete Pipe,36, , , , , , ,Pre-SWQDC, ,"Constructed, existing ROW",City and County of Honolulu,Pre-SWQDC,Pre-SWQDC,jnolan, ,True, ,529,-157.750715893923342,21.283425081702205,66.3760147,,,,,,,,,,,,,,,,,,,,,
241,0,241,34774,Reinforced Concrete Pipe,36, , , , , , ,Pre-SWQDC, ,"Constructed, existing ROW",City and County of Honolulu,Pre-SWQDC,Pre-SWQDC,jnolan, ,True, ,529,-157.751055266587258,21.283349131257467,52.5674744,,,,,,,,,,,,,,,,,,,,,
242,0,242,34774,Reinforced Concrete Pipe,36, , , , , , ,Pre-SWQDC, ,"Constructed, existing ROW",City and County of Honolulu,Pre-SWQDC,Pre-SWQDC,jnolan, ,True, ,529,-157.751399049526498,21.283270949594680,43.1341095,,,,,,,,,,,,,,,,,,,,,
243,1,243,34774,Reinforced Concrete Pipe,36, , , , , , ,Pre-SWQDC, ,"Constructed, existing ROW",City and County of Honolulu,Pre-SWQDC,Pre-SWQDC,jnolan, ,True, ,529,-157.751445321444407,21.283263814373584,42.0405502,21638,22251,Man Hole, , ,-157.751459727684249,21.283267238092606,4.200000, ,"Constructed, existing ROW",City and County of Honolulu,Pre-SWQDC,Pre-SWQDC,jnolan, , ,True,None,HWES 38,HWES 38-22251, 
