OBJECTID_1,Join_Count,TARGET_FID,OBJECTID,TYPE,CALC_LENGT,DIAMETER,DRAINAGE_A,LENGTH,WIDTH,HEIGHT,SLOPE,ROUGHNESS,FILENUM,INSTALL_DA,LIFE_CYCLE,OWNER,DATA_SOURC,CREATED_BY,LAST_EDITE,LAST_EDI_1,TYPE_USE,ORIG_FID,POINT_X,POINT_Y,ELEVATION,SUBCATCHMENT,OBJECTID_12,NODE_ID,TYPE_1,DRAINAGE_A_1,FLOW_RATE_1,POINT_X_1,POINT_Y_1,CATCHMENT_,HIST_STRU_,FILENUM_1,INSTALL_DA_1,LIFE_CYCLE_1,OWNER_1,DATA_SOURC_1,CREATED_BY_1,LAST_EDITE_1,LAST_EDI_12,DA_SRC_STR,ANCILLARYR,OUTFALL,SWID,TYPE_USE_1
875,0,875,35784,Reinforced Concrete Pipe,161.817234219999989,60, , , , , , ,Pre-SWQDC,1980-06-01T00:00:00.000Z, ,Private,Pre-SWQDC,Pre-SWQDC,jnolan,Edited by FILENUM 18156, ,559,-157.744719757710612,21.280510499460036,69.9585419,69,,,,, ,,,,,,,,,,,,,,,,,
876,0,876,35784,Reinforced Concrete Pipe,161.817234219999989,60, , , , , , ,Pre-SWQDC,1980-06-01T00:00:00.000Z, ,Private,Pre-SWQDC,Pre-SWQDC,jnolan,Edited by FILENUM 18156, ,559,-157.744672444377784,21.280494292777462,68.5499802,73,,,,, ,,,,,,,,,,,,,,,,,
877,0,877,35784,Reinforced Concrete Pipe,161.817234219999989,60, , , , , , ,Pre-SWQDC,1980-06-01T00:00:00.000Z, ,Private,Pre-SWQDC,Pre-SWQDC,jnolan,Edited by FILENUM 18156, ,559,-157.744628439650739,21.280470143282514,66.7651291,73,,,,, ,,,,,,,,,,,,,,,,,
878,1,878,35928,Reinforced Concrete Pipe,21.097220830000001,18, ,21.097000, , , , ,Pre-SWQDC, ,"Constructed, existing ROW",City and County of Honolulu,Pre-SWQDC,Pre-SWQDC,jnolan, , ,560,-157.754248001943694,21.286871740638389,54.0859451,34,2634,20657,Man Hole, , ,-157.754262408183564,21.286875164357411, , ,Pre-SWQDC, ,"Constructed, existing ROW",City and County of Honolulu,Pre-SWQDC,Pre-SWQDC,jnolan, , ,None,HWES 31,HWES 31-20657, 
879,1,879,35928,Reinforced Concrete Pipe,21.097220830000001,18, ,21.097000, , , , ,Pre-SWQDC, ,"Constructed, existing ROW",City and County of Honolulu,Pre-SWQDC,Pre-SWQDC,jnolan, , ,560,-157.754204379428529,21.286830490534783,54.4730721,34,27270,20660,Catch Basin, , ,-157.754218786567719,21.286833914253805,6.3,HWES 31-2-2,Pre-SWQDC, ,"Constructed, existing ROW",City and County of Honolulu,Pre-SWQDC,Pre-SWQDC,jnolan, , ,None,HWES 31,HWES 31-20660, 
880,1,880,35965,Reinforced Concrete Pipe,295.314189339999984,48, ,578.471000, , , , ,Pre-SWQDC, ,"Constructed, existing ROW",City and County of Honolulu,Pre-SWQDC,Pre-SWQDC,jnolan, , ,562,-157.747594819245478,21.279985348445109,30.9167290,76,46478,22353,Man Hole, , ,-157.747609225485348,21.279988772164131,9.200000, ,Pre-SWQDC, ,"Constructed, existing ROW",City and County of Honolulu,Pre-SWQDC,Pre-SWQDC,jnolan, , ,None,HMB 28,HMB 28-22353, 
881,0,881,35965,Reinforced Concrete Pipe,295.314189339999984,48, ,578.471000, , , , ,Pre-SWQDC, ,"Constructed, existing ROW",City and County of Honolulu,Pre-SWQDC,Pre-SWQDC,jnolan, , ,562,-157.747609042023640,21.280041266491310,33.0159798,76,,,,, ,,,,,,,,,,,,,,,,,
882,0,882,35965,Reinforced Concrete Pipe,295.314189339999984,48, ,578.471000, , , , ,Pre-SWQDC, ,"Constructed, existing ROW",City and County of Honolulu,Pre-SWQDC,Pre-SWQDC,jnolan, , ,562,-157.747633105183638,21.280139717973668,36.6710625,76,,,,, ,,,,,,,,,,,,,,,,,
883,0,883,35965,Reinforced Concrete Pipe,295.314189339999984,48, ,578.471000, , , , ,Pre-SWQDC, ,"Constructed, existing ROW",City and County of Honolulu,Pre-SWQDC,Pre-SWQDC,jnolan, , ,562,-157.747704108457810,21.280483675381390,49.1662102,76,,,,, ,,,,,,,,,,,,,,,,,
884,0,884,35965,Reinforced Concrete Pipe,295.314189339999984,48, ,578.471000, , , , ,Pre-SWQDC, ,"Constructed, existing ROW",City and County of Honolulu,Pre-SWQDC,Pre-SWQDC,jnolan, , ,562,-157.747720131678705,21.280561298565146,51.8889351,76,,,,, ,,,,,,,,,,,,,,,,,
885,1,885,35965,Reinforced Concrete Pipe,295.314189339999984,48, ,578.471000, , , , ,Pre-SWQDC, ,"Constructed, existing ROW",City and County of Honolulu,Pre-SWQDC,Pre-SWQDC,jnolan, , ,562,-157.747770750020067,21.280781320401672,59.2861404,76,43856,38459,Man Hole, , ,-157.747785157159257,21.280784744120695, , ,Pre-SWQDC, ,"Constructed, existing ROW",City and County of Honolulu,Pre-SWQDC,Pre-SWQDC,jnolan, , ,None,HMB 28,HMB 28-38459, 
886,1,886,36263,Reinforced Concrete Pipe,64.933016109999997,30, ,64.933000, , , , ,Pre-SWQDC, ,"Constructed, existing ROW",City and County of Honolulu,Pre-SWQDC,Pre-SWQDC,jnolan, , ,564,-157.757330040648839,21.288132745729683,189.0282440,56,29079,20621,Man Hole, , ,-157.757344446888681,21.288136169448705,8, ,Pre-SWQDC, ,"Constructed, existing ROW",City and County of Honolulu,Pre-SWQDC,Pre-SWQDC,jnolan, , ,None,HWES 24,HWES 24-20621, 
887,1,887,36263,Reinforced Concrete Pipe,64.933016109999997,30, ,64.933000, , , , ,Pre-SWQDC, ,"Constructed, existing ROW",City and County of Honolulu,Pre-SWQDC,Pre-SWQDC,jnolan, , ,564,-157.757445929086316,21.287990774254865,196.4682770,56,55758,20628,Man Hole, , ,-157.757460336225506,21.287994197973887,4.500000, ,Pre-SWQDC, ,"Constructed, existing ROW",City and County of Honolulu,Pre-SWQDC,Pre-SWQDC,jnolan, , ,None,HWES 24,HWES 24-20628, 
888,1,888,36264,Reinforced Concrete Pipe,46.518542410000002,18, ,46.518000, , , , ,Pre-SWQDC, ,"Constructed, existing ROW",City and County of Honolulu,Pre-SWQDC,Pre-SWQDC,jnolan, , ,565,-157.752660131959487,21.286385297343656,84.3186111,28,25430,20674,Man Hole, , ,-157.752674538199358,21.286388721062679,4.3, ,Pre-SWQDC, ,"Constructed, existing ROW",City and County of Honolulu,Pre-SWQDC,Pre-SWQDC,jnolan, , ,None,HWES 36,HWES 36-20674, 
889,1,889,36264,Reinforced Concrete Pipe,46.518542410000002,18, ,46.518000, , , , ,Pre-SWQDC, ,"Constructed, existing ROW",City and County of Honolulu,Pre-SWQDC,Pre-SWQDC,jnolan, , ,565,-157.752690029021579,21.286510254544680,87.0010986,28,38327,20669,Catch Basin, , ,-157.752704436160769,21.286513678263702,4.400000,HWES 36-8-1,Pre-SWQDC, ,"Constructed, existing ROW",City and County of Honolulu,Pre-SWQDC,Pre-SWQDC,jnolan, , ,None,HWES 36,HWES 36-20669, 
890,1,890,36265,Reinforced Concrete Pipe,160.139753750000011,30, ,160.141000, , , , ,Pre-SWQDC, ,"Constructed, existing ROW",City and County of Honolulu,Pre-SWQDC,Pre-SWQDC,jnolan, , ,566,-157.756265025710348,21.288953832153709,112.0563126,17,53051,20600,Inlet/Outlet, , ,-157.756279431950190,21.288957254973411, ,HWES 24,Pre-SWQDC, ,"Constructed, existing ROW",City and County of Honolulu,Pre-SWQDC,Pre-SWQDC,jnolan,End of RCP; edited by FILENUM 18149, ,None,HWES 24,HWES 24-20600, 
891,1,891,36265,Reinforced Concrete Pipe,160.139753750000011,30, ,160.141000, , , , ,Pre-SWQDC, ,"Constructed, existing ROW",City and County of Honolulu,Pre-SWQDC,Pre-SWQDC,jnolan, , ,566,-157.756735367543143,21.288948259954282,151.8325195,17,57546,20601,Man Hole, , ,-157.756749773783014,21.288951683673304, , ,Pre-SWQDC, ,"Constructed, existing ROW",City and County of Honolulu,Pre-SWQDC,Pre-SWQDC,jnolan, , ,None,HWES 24,HWES 24-20601, 
892,1,892,36266,Reinforced Concrete Pipe,58.654219929999996,24, ,58.654000, , , , ,Pre-SWQDC, ,"Constructed, existing ROW",City and County of Honolulu,Pre-SWQDC,Pre-SWQDC,jnolan, , ,567,-157.752606323722830,21.288920729008510,182.1188507,89,42903,20602,Man Hole, , ,-157.752620729962700,21.288924151828212, , ,Pre-SWQDC, ,"Constructed, existing ROW",City and County of Honolulu,Pre-SWQDC,Pre-SWQDC,jnolan, , ,None,HWES 25,HWES 25-20602, 
893,1,893,36266,Reinforced Concrete Pipe,58.654219929999996,24, ,58.654000, , , , ,Pre-SWQDC, ,"Constructed, existing ROW",City and County of Honolulu,Pre-SWQDC,Pre-SWQDC,jnolan, , ,567,-157.752471375953206,21.288820349379648,192.8967285,89,22611,20605,Man Hole, , ,-157.752485782193077,21.288823773098727,4.7, ,Pre-SWQDC, ,"Constructed, existing ROW",City and County of Honolulu,Pre-SWQDC,Pre-SWQDC,jnolan, , ,None,HWES 25,HWES 25-20605, 
894,1,894,36273,Reinforced Concrete Pipe,59.301565019999998,24, ,59.302000, , , , ,Pre-SWQDC, , ,Private,Pre-SWQDC,Pre-SWQDC,jnolan,OWNERSHIP taken from Parcels & Easements;, ,568,-157.757281413406474,21.290688552434801,255.5276642,27,21694,20533,Man Hole, , ,-157.757295819646345,21.290691976153823,4.1, ,Pre-SWQDC, ,"Constructed, existing ROW",Private,Pre-SWQDC,Pre-SWQDC,jnolan,OWNERSHIP taken from Parcels & Easements;, ,None,HWES 20,HWES 20-20533, 
895,1,895,36273,Reinforced Concrete Pipe,59.301565019999998,24, ,59.302000, , , , ,Pre-SWQDC, , ,Private,Pre-SWQDC,Pre-SWQDC,jnolan,OWNERSHIP taken from Parcels & Easements;, ,568,-157.757108138329897,21.290671847527790,236.7988281,27,2569,20534,Man Hole, , ,-157.757122545469059,21.290675271246812,6.900000, ,Pre-SWQDC, ,"Constructed, existing ROW",City and County of Honolulu,Pre-SWQDC,Pre-SWQDC,jnolan, , ,None,HWES 20,HWES 20-20534, 
896,1,896,36274,Reinforced Concrete Pipe,53.360176170000003,18, ,53.360000, , , , ,Pre-SWQDC, ,"Constructed, existing ROW",City and County of Honolulu,Pre-SWQDC,Pre-SWQDC,jnolan, , ,569,-157.750454417837091,21.284335292739627,122.4666595,28,23469,22216,Catch Basin, , ,-157.750468824976252,21.284338716458649,4.4,HWES 36-16,Pre-SWQDC, ,"Constructed, existing ROW",City and County of Honolulu,Pre-SWQDC,Pre-SWQDC,jnolan, , ,None,HWES 36,HWES 36-22216, 
897,1,897,36274,Reinforced Concrete Pipe,53.360176170000003,18, ,53.360000, , , , ,Pre-SWQDC, ,"Constructed, existing ROW",City and County of Honolulu,Pre-SWQDC,Pre-SWQDC,jnolan, , ,569,-157.750470085825782,21.284189134920666,114.6277008,28,58419,22220,Catch Basin, , ,-157.750484492964944,21.284192557740425,4.400000,HWES 36-17,Pre-SWQDC, ,"Constructed, existing ROW",City and County of Honolulu,Pre-SWQDC,Pre-SWQDC,jnolan, , ,None,HWES 36,HWES 36-22220, 
898,1,898,36287,Reinforced Concrete Pipe,108.473496440000005,24, ,108.474000, , , , ,Pre-SWQDC, ,"Constructed, existing ROW",City and County of Honolulu,Pre-SWQDC,Pre-SWQDC,jnolan, , ,570,-157.756592211661200,21.284025038324899,72.3444366,62,9558,22226,Man Hole, , ,-157.756606617901070,21.284028462043921,4.600000, ,Pre-SWQDC, ,"Constructed, existing ROW",City and County of Honolulu,Pre-SWQDC,Pre-SWQDC,jnolan, , ,None,HWES 35,HWES 35-22226, 
899,0,899,36287,Reinforced Concrete Pipe,108.473496440000005,24, ,108.474000, , , , ,Pre-SWQDC, ,"Constructed, existing ROW",City and County of Honolulu,Pre-SWQDC,Pre-SWQDC,jnolan, , ,570,-157.756518962779893,21.284137692800357,67.7462997,62,,,,, ,,,,,,,,,,,,,,,,,
900,0,900,36287,Reinforced Concrete Pipe,108.473496440000005,24, ,108.474000, , , , ,Pre-SWQDC, ,"Constructed, existing ROW",City and County of Honolulu,Pre-SWQDC,Pre-SWQDC,jnolan, , ,570,-157.756447929828084,21.284242048331919,63.1770096,62,,,,, ,,,,,,,,,,,,,,,,,
901,1,901,36287,Reinforced Concrete Pipe,108.473496440000005,24, ,108.474000, , , , ,Pre-SWQDC, ,"Constructed, existing ROW",City and County of Honolulu,Pre-SWQDC,Pre-SWQDC,jnolan, , ,570,-157.756417770163921,21.284274328597462,61.1761589,62,48341,22218,Man Hole, , ,-157.756432177303111,21.284277752316484,6.700000, ,Pre-SWQDC, ,"Constructed, existing ROW",City and County of Honolulu,Pre-SWQDC,Pre-SWQDC,jnolan, , ,None,HWES 35,HWES 35-22218, 
902,1,902,36288,Reinforced Concrete Pipe,92.294805109999999,24, ,92.295000, , , , ,Pre-SWQDC, ,"Constructed, existing ROW",City and County of Honolulu,Pre-SWQDC,Pre-SWQDC,jnolan, , ,571,-157.754421301301988,21.291068245303336,133.7430725,48,40132,20519,Man Hole, , ,-157.754435708441150,21.291071669022358,4, ,Pre-SWQDC, ,"Constructed, existing ROW",City and County of Honolulu,Pre-SWQDC,Pre-SWQDC,jnolan, , ,None,HWES 22,HWES 22-20519, 
903,1,903,36288,Reinforced Concrete Pipe,92.294805109999999,24, ,92.295000, , , , ,Pre-SWQDC, ,"Constructed, existing ROW",City and County of Honolulu,Pre-SWQDC,Pre-SWQDC,jnolan, , ,571,-157.754659758341148,21.291189121380910,133.6960449,48,49272,20516,Man Hole, , ,-157.754674164580990,21.291192544200612,4, ,Pre-SWQDC, ,"Constructed, existing ROW",City and County of Honolulu,Pre-SWQDC,Pre-SWQDC,jnolan, , ,None,HWES 22,HWES 22-20516, 
904,1,904,36445,Reinforced Concrete Pipe,90.041617020000004,18, ,90.042000, , , , ,Pre-SWQDC, ,"Constructed, existing ROW",City and County of Honolulu,Pre-SWQDC,Pre-SWQDC,jnolan, , ,575,-157.751392667037919,21.284883483485999,95.8736954,28,32785,20699,Man Hole, , ,-157.751407073277790,21.284886907205077,3.500000, ,Pre-SWQDC, ,"Constructed, existing ROW",City and County of Honolulu,Pre-SWQDC,Pre-SWQDC,jnolan, , ,None,HWES 36,HWES 36-20699, 
905,1,905,36445,Reinforced Concrete Pipe,90.041617020000004,18, ,90.042000, , , , ,Pre-SWQDC, ,"Constructed, existing ROW",City and County of Honolulu,Pre-SWQDC,Pre-SWQDC,jnolan, , ,575,-157.751136657930402,21.284945687793311,109.8627701,28,50247,20697,Man Hole, , ,-157.751151064170244,21.284949111512333,6.100000, ,Pre-SWQDC, ,"Constructed, existing ROW",City and County of Honolulu,Pre-SWQDC,Pre-SWQDC,jnolan, , ,None,HWES 36,HWES 36-20697, 
906,1,906,36488,Reinforced Concrete Pipe,17.839567509999998,18, ,17.840000, , , , ,Pre-SWQDC, ,"Constructed, existing ROW",City and County of Honolulu,Pre-SWQDC,Pre-SWQDC,jnolan, , ,577,-157.754444505609428,21.291024212697323,131.6286011,48,46515,20521,Catch Basin, , ,-157.754458911849269,21.291027636416345, ,HWES 22-9-1,Pre-SWQDC, ,"Constructed, existing ROW",City and County of Honolulu,Pre-SWQDC,Pre-SWQDC,jnolan, , ,None,HWES 22,HWES 22-20521, 
907,1,907,36488,Reinforced Concrete Pipe,17.839567509999998,18, ,17.840000, , , , ,Pre-SWQDC, ,"Constructed, existing ROW",City and County of Honolulu,Pre-SWQDC,Pre-SWQDC,jnolan, , ,577,-157.754421301301988,21.291068245303336,133.7430725,48,40132,20519,Man Hole, , ,-157.754435708441150,21.291071669022358,4, ,Pre-SWQDC, ,"Constructed, existing ROW",City and County of Honolulu,Pre-SWQDC,Pre-SWQDC,jnolan, , ,None,HWES 22,HWES 22-20519, 
908,1,908,36553,Reinforced Concrete Pipe,41.546303090000002,18, ,41.546000, , , , ,Pre-SWQDC, ,"Constructed, existing ROW",City and County of Honolulu,Pre-SWQDC,Pre-SWQDC,jnolan, , ,578,-157.754545080391125,21.284631225450767,26.5600090,32,52142,20709,Catch Basin, , ,-157.754559487530287,21.284634649169789,3.900000,HWES 34-3,Pre-SWQDC, ,"Constructed, existing ROW",City and County of Honolulu,Pre-SWQDC,Pre-SWQDC,jnolan, , ,None,HWES 34,HWES 34-20709, 
909,1,909,36553,Reinforced Concrete Pipe,41.546303090000002,18, ,41.546000, , , , ,Pre-SWQDC, ,"Constructed, existing ROW",City and County of Honolulu,Pre-SWQDC,Pre-SWQDC,jnolan, , ,578,-157.754460037800470,21.284549200984884,25.8234005,32,40145,20713,Man Hole, , ,-157.754474444040341,21.284552624703906,4.100000, ,Pre-SWQDC, ,"Constructed, existing ROW",City and County of Honolulu,Pre-SWQDC,Pre-SWQDC,jnolan, , ,None,HWES 34,HWES 34-20713, 
910,1,910,36584,Reinforced Concrete Pipe,116.996996999999993,18, ,115, , , , ,Pre-SWQDC, , ,Private,Pre-SWQDC,Pre-SWQDC,jnolan, , ,580,-157.745649725054733,21.285196566268553,398.1067505,63,3099,25523,Man Hole, , ,-157.745664131294603,21.285199989088255,7.400000, ,Pre-SWQDC, ,"Constructed, existing ROW",Private,Pre-SWQDC,Pre-SWQDC,jnolan, , ,None,HMB 56,HMB 56-25523, 
911,1,911,36584,Reinforced Concrete Pipe,116.996996999999993,18, ,115, , , , ,Pre-SWQDC, , ,Private,Pre-SWQDC,Pre-SWQDC,jnolan, , ,580,-157.745723560294039,21.284882009497210,374.6659546,63,11563,25591,Man Hole, , ,-157.745737967433229,21.284885433216232,4.500000, ,Pre-SWQDC, ,"Constructed, existing ROW",Private,Pre-SWQDC,Pre-SWQDC,jnolan, , ,None,HMB 56,HMB 56-25591, 
912,1,912,36587,Reinforced Concrete Pipe,296.065295409999976,60, , , , , , ,Pre-SWQDC, , ,Private,Pre-SWQDC,Pre-SWQDC,jnolan,Edited by FILENUM 2637, ,581,-157.746490144204756,21.280900022817832,86.8724442,68,58547,25739,Catch Basin, , ,-157.746504551343946,21.280903446536854,11.200000, ,Pre-SWQDC, ,"Constructed, existing ROW",Private,Pre-SWQDC,Pre-SWQDC,jnolan, , ,None,HMB 56,HMB 56-25739, 
913,1,913,36587,Reinforced Concrete Pipe,296.065295409999976,60, , , , , , ,Pre-SWQDC, , ,Private,Pre-SWQDC,Pre-SWQDC,jnolan,Edited by FILENUM 2637, ,581,-157.745640182348495,21.280727848511447,86.7168579,69,48465,25740,Man Hole, , ,-157.745654589487685,21.280731272230469,10.800000, ,Pre-SWQDC, ,"Constructed, existing ROW",Private,Pre-SWQDC,Pre-SWQDC,jnolan,Edited by FILENUM 2637, ,None,HMB 56,HMB 56-25740, 
914,1,914,36636,Reinforced Concrete Pipe,42.342921949999997,18, ,40, , , , ,Pre-SWQDC, ,"Constructed, existing ROW",City and County of Honolulu,Pre-SWQDC,Pre-SWQDC,jnolan, , ,582,-157.758569335206630,21.275026836519316,-0.6822947,81,11459,22413,Catch Basin, , ,-157.758583741446472,21.275030261137715, ,HMB 33-3,Pre-SWQDC, ,"Constructed, existing ROW",City and County of Honolulu,Pre-SWQDC,Pre-SWQDC,jnolan, , ,None,HMB 33,HMB 33-22413, 
915,1,915,36636,Reinforced Concrete Pipe,42.342921949999997,18, ,40, , , , ,Pre-SWQDC, ,"Constructed, existing ROW",City and County of Honolulu,Pre-SWQDC,Pre-SWQDC,jnolan, , ,582,-157.758687609545518,21.274990811476812,-1.1177342,81,43767,22414,Catch Basin, , ,-157.758702015785360,21.274994236095154, ,HMB 33-2,Pre-SWQDC, ,"Constructed, existing ROW",City and County of Honolulu,Pre-SWQDC,Pre-SWQDC,jnolan, , ,None,HMB 33,HMB 33-22414, 
916,1,916,36662,Reinforced Concrete Pipe,41.985787569999999,30, ,41.986000, , , , ,Pre-SWQDC, ,"Constructed, existing ROW",City and County of Honolulu,Pre-SWQDC,Pre-SWQDC,jnolan, , ,584,-157.750480472995406,21.279335733956998,-0.5727900,11,35545,22369,Grate/Drain Inlet, , ,-157.750494880134568,21.279339157676020, ,HWES 43-2,Pre-SWQDC, ,"Constructed, existing ROW",City and County of Honolulu,Pre-SWQDC,Pre-SWQDC,jnolan, , ,None,HWES 43,HWES 43-22369, 
917,0,917,36662,Reinforced Concrete Pipe,41.985787569999999,30, ,41.986000, , , , ,Pre-SWQDC, ,"Constructed, existing ROW",City and County of Honolulu,Pre-SWQDC,Pre-SWQDC,jnolan, , ,584,-157.750579268018782,21.279314804035039,-0.7660838,11,,,,, ,,,,,,,,,,,,,,,,,
918,1,918,36662,Reinforced Concrete Pipe,41.985787569999999,30, ,41.986000, , , , ,Pre-SWQDC, ,"Constructed, existing ROW",City and County of Honolulu,Pre-SWQDC,Pre-SWQDC,jnolan, , ,584,-157.750601296012974,21.279314557620808,-0.8106122,11,2282,22370,Man Hole, , ,-157.750615703152164,21.279317981339830,5.400000, ,Pre-SWQDC, ,"Constructed, existing ROW",City and County of Honolulu,Pre-SWQDC,Pre-SWQDC,jnolan, , ,None,HWES 43,HWES 43-22370, 
919,1,919,36818,Reinforced Concrete Pipe,38.719563250000000,18, ,20, , , , ,Pre-SWQDC, , ,Private,Pre-SWQDC,Pre-SWQDC,jnolan, , ,589,-157.745763155645079,21.285188864474549,396.3669434,63,31957,25524,Catch Basin, , ,-157.745777562784269,21.285192288193571,5.3, ,Pre-SWQDC, ,"Constructed, existing ROW",Private,Pre-SWQDC,Pre-SWQDC,jnolan, , ,None,HMB 56,HMB 56-25524, 
920,1,920,36818,Reinforced Concrete Pipe,38.719563250000000,18, ,20, , , , ,Pre-SWQDC, , ,Private,Pre-SWQDC,Pre-SWQDC,jnolan, , ,589,-157.745649725054733,21.285196566268553,398.1067505,63,3099,25523,Man Hole, , ,-157.745664131294603,21.285199989088255,7.400000, ,Pre-SWQDC, ,"Constructed, existing ROW",Private,Pre-SWQDC,Pre-SWQDC,jnolan, , ,None,HMB 56,HMB 56-25523, 
921,1,921,36858,Reinforced Concrete Pipe,31.039716960000000,18, ,20.885000, , , , ,Pre-SWQDC, ,"Constructed, existing ROW",City and County of Honolulu,Pre-SWQDC,Pre-SWQDC,jnolan, , ,591,-157.754817227832774,21.281904134768070,19.7486534,23,25354,22291,Man Hole, , ,-157.754831634072616,21.281907558487092,4, ,WR22875, ,"Constructed, existing ROW",City and County of Honolulu,Other,Pre-SWQDC,jnolan,Edited by DFM Roads Engineers Report, ,None,HWES 39,HWES 39-22291, 
922,1,922,36858,Reinforced Concrete Pipe,31.039716960000000,18, ,20.885000, , , , ,Pre-SWQDC, ,"Constructed, existing ROW",City and County of Honolulu,Pre-SWQDC,Pre-SWQDC,jnolan, , ,591,-157.754850739270182,21.281983601561990,20.8727646,23,9560,22289,Catch Basin, , ,-157.754865146409344,21.281987025281069,3.800000,HWES 39-9-1,WR22875, ,"Constructed, existing ROW",City and County of Honolulu,Other,Pre-SWQDC,jnolan,Edited by DFM Roads Engineers Report, ,None,HWES 39,HWES 39-22289, 
923,1,923,36859,Reinforced Concrete Pipe,31.221737619999999, , ,31.222000, , , , ,Pre-SWQDC, ,"Constructed, existing ROW",City and County of Honolulu,Pre-SWQDC,Pre-SWQDC,jnolan,originally 99 inch, ,592,-157.755719640848724,21.281939209227176,38.1068192,23,36445,22292,Catch Basin, , ,-157.755734047088566,21.281942632946198,3.600000,HWES 39-11-1,Pre-SWQDC, ,"Constructed, existing ROW",City and County of Honolulu,Pre-SWQDC,Pre-SWQDC,jnolan, , ,None,HWES 39,HWES 39-22292, 
924,1,924,36859,Reinforced Concrete Pipe,31.221737619999999, , ,31.222000, , , , ,Pre-SWQDC, ,"Constructed, existing ROW",City and County of Honolulu,Pre-SWQDC,Pre-SWQDC,jnolan,originally 99 inch, ,592,-157.755808160218379,21.281916756752992,39.8149872,23,2208,22294,Man Hole, , ,-157.755822566458249,21.281920180472014,3.600000, ,Pre-SWQDC, ,"Constructed, existing ROW",City and County of Honolulu,Pre-SWQDC,Pre-SWQDC,jnolan, , ,None,HWES 39,HWES 39-22294, 
925,1,925,37737,Reinforced Concrete Pipe,160.082568420000001,54, , , , , , ,Pre-SWQDC, , ,Private,Pre-SWQDC,Pre-SWQDC,jnolan,Edited by FILENUM 18157, ,597,-157.745032808117571,21.282914068929188,228.1252899,67,3105,25548,Catch Basin, , ,-157.745047215256761,21.282917492648210,9.600000, ,Pre-SWQDC, ,"Constructed, existing ROW",Private,Pre-SWQDC,Pre-SWQDC,jnolan,Edited by FILENUM 18157, ,None,HMB 56,HMB 56-25548, 
926,0,926,37737,Reinforced Concrete Pipe,160.082568420000001,54, , , , , , ,Pre-SWQDC, , ,Private,Pre-SWQDC,Pre-SWQDC,jnolan,Edited by FILENUM 18157, ,597,-157.744988383407133,21.282875632804235,223.9629211,67,,,,, ,,,,,,,,,,,,,,,,,
927,0,927,37737,Reinforced Concrete Pipe,160.082568420000001,54, , , , , , ,Pre-SWQDC, , ,Private,Pre-SWQDC,Pre-SWQDC,jnolan,Edited by FILENUM 18157, ,597,-157.744968118983479,21.282854537407047,221.8351593,67,,,,, ,,,,,,,,,,,,,,,,,
928,1,928,37738,Box Culvert,66.704388069999993,Other, , ,60,36, , ,Pre-SWQDC, ,"Constructed, existing ROW",City and County of Honolulu,Pre-SWQDC,Pre-SWQDC,jnolan,Edited by FILENUM 18156 and Parcels, ,598,-157.747317300153242,21.279105918503376,9.4926586,76,57505,22376,Man Hole, , ,-157.747331706393112,21.279109342222398, , ,Pre-SWQDC, ,"Constructed, existing ROW",City and County of Honolulu,Pre-SWQDC,Pre-SWQDC,jnolan, , ,None,HMB 28,HMB 28-22376, 
929,1,929,37738,Box Culvert,66.704388069999993,Other, , ,60,36, , ,Pre-SWQDC, ,"Constructed, existing ROW",City and County of Honolulu,Pre-SWQDC,Pre-SWQDC,jnolan,Edited by FILENUM 18156 and Parcels, ,598,-157.747222499019074,21.278945218646982,8.6956797,76,13245,22215,Inlet/Outlet, , ,-157.747236905258944,21.278948642366004, , ,Pre-SWQDC, ,"Constructed, existing ROW",City and County of Honolulu,Pre-SWQDC,Pre-SWQDC,jnolan,Connection between Box Culvert and Concrete Ditch; edited by FILENUM 18156 and Parcels, ,None,HMB 28,HMB 28-22215, 
930,1,930,38032,Reinforced Concrete Pipe,195.264724349999995,18, ,195.264000, , , , ,Pre-SWQDC, ,"Constructed, existing ROW",City and County of Honolulu,Pre-SWQDC,Pre-SWQDC,jnolan, , ,599,-157.751971547149139,21.283858960522650,45.9087868,91,58420,22233,Catch Basin, , ,-157.751985953389010,21.283862384241672,6.200000,HWES 38-3-2,Pre-SWQDC, ,"Constructed, existing ROW",City and County of Honolulu,Pre-SWQDC,Pre-SWQDC,jnolan, , ,None,HWES 38,HWES 38-22233, 
931,0,931,38032,Reinforced Concrete Pipe,195.264724349999995,18, ,195.264000, , , , ,Pre-SWQDC, ,"Constructed, existing ROW",City and County of Honolulu,Pre-SWQDC,Pre-SWQDC,jnolan, , ,599,-157.751937892719553,21.283785528179635,45.1425552,91,,,,, ,,,,,,,,,,,,,,,,,
932,0,932,38032,Reinforced Concrete Pipe,195.264724349999995,18, ,195.264000, , , , ,Pre-SWQDC, ,"Constructed, existing ROW",City and County of Honolulu,Pre-SWQDC,Pre-SWQDC,jnolan, , ,599,-157.751830691733005,21.283563074576307,42.4414024,91,,,,, ,,,,,,,,,,,,,,,,,
933,0,933,38032,Reinforced Concrete Pipe,195.264724349999995,18, ,195.264000, , , , ,Pre-SWQDC, ,"Constructed, existing ROW",City and County of Honolulu,Pre-SWQDC,Pre-SWQDC,jnolan, , ,599,-157.751761906186999,21.283420596783174,40.2954407,91,,,,, ,,,,,,,,,,,,,,,,,
